area,quartos,banheiros,vagas,idade,bairro,preco,anuncio
90.0,3,3,2,36,Centro,442000.0,"Apartamento de 90m2 no bairro Centro, com 3 quartos e 3 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 36 anos. Conservado, porem sem reformas recentes. Entrega com moveis planejados e eletrodomesticos. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
132.0,1,1,3,44,Centro,561000.0,"Casa de 132m2 no bairro Centro, com 1 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 44 anos. Conservado, porem sem reformas recentes. Vai mobiliado, com armarios planejados em todos os comodos. Vista livre e desimpedida para a serra. Fica sobre um comercio bem movimentado."
100.0,2,1,1,11,Centro,415000.0,"Apartamento de 100m2 no bairro Centro, com 2 quartos e 1 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 11 anos. Conservado, porem sem reformas recentes. Vai mobiliado, com armarios planejados em todos os comodos. Vista para os fundos do quarteirao. Fica de frente para uma avenida de trafego intenso."
89.0,4,3,3,41,Granbery,996000.0,"Casa de 89m2 no bairro Granbery, com 4 quartos e 3 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 41 anos. Cozinha e banheiros reformados ha poucos meses. Vai mobiliado, com armarios planejados em todos os comodos. Vista livre e desimpedida para a serra. Localizacao silenciosa, otima para quem trabalha em casa."
59.0,1,1,0,41,Santa Luzia,150000.0,"Apartamento de 59m2 no bairro Santa Luzia, com 1 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 41 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
36.0,2,2,3,34,Bom Pastor,287000.0,"Casa de 36m2 no bairro Bom Pastor, com 2 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 34 anos. Cozinha e banheiros reformados ha poucos meses. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
78.0,2,2,2,6,Centro,367000.0,"Apartamento de 78m2 no bairro Centro, com 2 quartos e 2 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 6 anos. Imovel no estado original, precisa de uma atualizacao. Entregue sem moveis. Vista para os fundos do quarteirao. Fica sobre um comercio bem movimentado."
93.0,1,3,3,13,Centro,504000.0,"Casa de 93m2 no bairro Centro, com 1 quartos e 3 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 13 anos. Conservado, porem sem reformas recentes. Entrega com moveis planejados e eletrodomesticos. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
157.0,1,1,3,30,Granbery,1447000.0,"Casa de 157m2 no bairro Granbery, com 1 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 30 anos. Passou por reforma completa no ano passado. Vai mobiliado, com armarios planejados em todos os comodos. Vista livre e desimpedida para a serra. Localizacao silenciosa, otima para quem trabalha em casa."
100.0,2,2,2,44,Centro,410000.0,"Apartamento de 100m2 no bairro Centro, com 2 quartos e 2 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 44 anos. Recem reformado, tudo novo. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
129.0,4,1,1,36,Centro,575000.0,"Apartamento de 129m2 no bairro Centro, com 4 quartos e 1 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 36 anos. Cozinha e banheiros reformados ha poucos meses. Entregue sem moveis. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
78.0,1,3,2,18,Santa Luzia,352000.0,"Apartamento de 78m2 no bairro Santa Luzia, com 1 quartos e 3 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 18 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Entrega com moveis planejados e eletrodomesticos. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
54.0,2,2,3,10,Santa Luzia,288000.0,"Casa de 54m2 no bairro Santa Luzia, com 2 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 10 anos. Passou por reforma completa no ano passado. Entregue sem moveis. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
61.0,1,2,3,43,Sao Mateus,511000.0,"Casa de 61m2 no bairro Sao Mateus, com 1 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 43 anos. Cozinha e banheiros reformados ha poucos meses. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
70.0,3,2,3,12,Cascatinha,697000.0,"Casa de 70m2 no bairro Cascatinha, com 3 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 12 anos. Imovel no estado original, precisa de uma atualizacao. Vai mobiliado, com armarios planejados em todos os comodos. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
169.0,2,1,0,15,Bom Pastor,1071000.0,"Apartamento de 169m2 no bairro Bom Pastor, com 2 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 15 anos. Imovel no estado original, precisa de uma atualizacao. Entregue sem moveis. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
66.0,4,3,2,43,Cascatinha,619000.0,"Apartamento de 66m2 no bairro Cascatinha, com 4 quartos e 3 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 43 anos. Cozinha e banheiros reformados ha poucos meses. Vai mobiliado, com armarios planejados em todos os comodos. Vista livre e desimpedida para a serra. Fica de frente para uma avenida de trafego intenso."
124.0,3,2,0,25,Cascatinha,1085000.0,"Apartamento de 124m2 no bairro Cascatinha, com 3 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 25 anos. Recem reformado, tudo novo. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Fica sobre um comercio bem movimentado."
63.0,4,1,2,11,Centro,315000.0,"Apartamento de 63m2 no bairro Centro, com 4 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 11 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Entrega com moveis planejados e eletrodomesticos. As janelas dao para o predio vizinho. Fica sobre um comercio bem movimentado."
128.0,3,2,3,0,Cascatinha,1357000.0,"Casa de 128m2 no bairro Cascatinha, com 3 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 0 anos. Imovel no estado original, precisa de uma atualizacao. Entregue sem moveis. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
108.0,2,3,0,19,Bom Pastor,583000.0,"Apartamento de 108m2 no bairro Bom Pastor, com 2 quartos e 3 banheiros. Sem vaga de garagem. Construcao de aproximadamente 19 anos. Imovel no estado original, precisa de uma atualizacao. Entregue sem moveis. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
90.0,4,3,2,44,Santa Luzia,313000.0,"Apartamento de 90m2 no bairro Santa Luzia, com 4 quartos e 3 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 44 anos. Cozinha e banheiros reformados ha poucos meses. Entregue sem moveis. As janelas dao para o predio vizinho. Fica de frente para uma avenida de trafego intenso."
94.0,2,2,3,19,Granbery,847000.0,"Casa de 94m2 no bairro Granbery, com 2 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 19 anos. Recem reformado, tudo novo. Sem armarios, pronto para o proprietario montar do seu jeito. A vista da sala e um espetaculo ao entardecer. Fica sobre um comercio bem movimentado."
72.0,4,1,3,31,Centro,440000.0,"Casa de 72m2 no bairro Centro, com 4 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 31 anos. Passou por reforma completa no ano passado. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
111.0,4,2,1,11,Centro,527000.0,"Apartamento de 111m2 no bairro Centro, com 4 quartos e 2 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 11 anos. Imovel no estado original, precisa de uma atualizacao. Entregue sem moveis. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
79.0,3,2,0,34,Santa Luzia,298000.0,"Apartamento de 79m2 no bairro Santa Luzia, com 3 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 34 anos. Cozinha e banheiros reformados ha poucos meses. Entrega com moveis planejados e eletrodomesticos. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
52.0,3,2,3,34,Sao Mateus,490000.0,"Casa de 52m2 no bairro Sao Mateus, com 3 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 34 anos. Cozinha e banheiros reformados ha poucos meses. Entregue sem moveis. A vista da sala e um espetaculo ao entardecer. Localizacao silenciosa, otima para quem trabalha em casa."
50.0,2,1,3,27,Santa Luzia,225000.0,"Casa de 50m2 no bairro Santa Luzia, com 2 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 27 anos. Conservado, porem sem reformas recentes. Entrega com moveis planejados e eletrodomesticos. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
101.0,4,2,2,34,Granbery,877000.0,"Apartamento de 101m2 no bairro Granbery, com 4 quartos e 2 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 34 anos. Conservado, porem sem reformas recentes. Vai mobiliado, com armarios planejados em todos os comodos. Vista livre e desimpedida para a serra. Localizacao silenciosa, otima para quem trabalha em casa."
150.0,3,2,3,26,Cascatinha,1288000.0,"Casa de 150m2 no bairro Cascatinha, com 3 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 26 anos. Imovel no estado original, precisa de uma atualizacao. Sem armarios, pronto para o proprietario montar do seu jeito. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
101.0,4,3,0,17,Santa Luzia,485000.0,"Apartamento de 101m2 no bairro Santa Luzia, com 4 quartos e 3 banheiros. Sem vaga de garagem. Construcao de aproximadamente 17 anos. Conservado, porem sem reformas recentes. Entrega com moveis planejados e eletrodomesticos. A vista da sala e um espetaculo ao entardecer. Rua tranquila e residencial, sem movimento."
91.0,2,2,2,33,Bom Pastor,604000.0,"Apartamento de 91m2 no bairro Bom Pastor, com 2 quartos e 2 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 33 anos. Imovel no estado original, precisa de uma atualizacao. Sem armarios, pronto para o proprietario montar do seu jeito. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
105.0,4,2,0,37,Centro,525000.0,"Apartamento de 105m2 no bairro Centro, com 4 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 37 anos. Passou por reforma completa no ano passado. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
141.0,2,2,3,37,Granbery,1046000.0,"Casa de 141m2 no bairro Granbery, com 2 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 37 anos. Recem reformado, tudo novo. Sem armarios, pronto para o proprietario montar do seu jeito. Vista para os fundos do quarteirao. Fica de frente para uma avenida de trafego intenso."
103.0,1,1,2,9,Sao Mateus,735000.0,"Apartamento de 103m2 no bairro Sao Mateus, com 1 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 9 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Entregue sem moveis. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
81.0,1,1,3,30,Bom Pastor,603000.0,"Casa de 81m2 no bairro Bom Pastor, com 1 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 30 anos. Cozinha e banheiros reformados ha poucos meses. Vai mobiliado, com armarios planejados em todos os comodos. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
134.0,3,3,2,0,Santa Luzia,564000.0,"Apartamento de 134m2 no bairro Santa Luzia, com 3 quartos e 3 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 0 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Entregue sem moveis. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
110.0,2,3,0,25,Centro,508000.0,"Apartamento de 110m2 no bairro Centro, com 2 quartos e 3 banheiros. Sem vaga de garagem. Construcao de aproximadamente 25 anos. Imovel no estado original, precisa de uma atualizacao. Entregue sem moveis. A vista da sala e um espetaculo ao entardecer. Localizacao silenciosa, otima para quem trabalha em casa."
149.0,1,3,0,25,Bom Pastor,814000.0,"Apartamento de 149m2 no bairro Bom Pastor, com 1 quartos e 3 banheiros. Sem vaga de garagem. Construcao de aproximadamente 25 anos. Conservado, porem sem reformas recentes. Sem armarios, pronto para o proprietario montar do seu jeito. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
101.0,2,2,1,16,Sao Mateus,919000.0,"Apartamento de 101m2 no bairro Sao Mateus, com 2 quartos e 2 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 16 anos. Cozinha e banheiros reformados ha poucos meses. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
52.0,3,1,2,44,Santa Luzia,167000.0,"Apartamento de 52m2 no bairro Santa Luzia, com 3 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 44 anos. Passou por reforma completa no ano passado. Entregue sem moveis. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
47.0,2,3,0,39,Granbery,345000.0,"Apartamento de 47m2 no bairro Granbery, com 2 quartos e 3 banheiros. Sem vaga de garagem. Construcao de aproximadamente 39 anos. Recem reformado, tudo novo. Entregue sem moveis. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
153.0,4,2,3,1,Granbery,1401000.0,"Casa de 153m2 no bairro Granbery, com 4 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 1 anos. Passou por reforma completa no ano passado. Entregue sem moveis. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
155.0,4,1,0,9,Granbery,1577000.0,"Apartamento de 155m2 no bairro Granbery, com 4 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 9 anos. Recem reformado, tudo novo. Entrega com moveis planejados e eletrodomesticos. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
89.0,3,3,1,9,Cascatinha,913000.0,"Apartamento de 89m2 no bairro Cascatinha, com 3 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 9 anos. Cozinha e banheiros reformados ha poucos meses. Entrega com moveis planejados e eletrodomesticos. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
82.0,4,3,0,40,Santa Luzia,284000.0,"Apartamento de 82m2 no bairro Santa Luzia, com 4 quartos e 3 banheiros. Sem vaga de garagem. Construcao de aproximadamente 40 anos. Imovel no estado original, precisa de uma atualizacao. Sem armarios, pronto para o proprietario montar do seu jeito. A vista da sala e um espetaculo ao entardecer. Rua tranquila e residencial, sem movimento."
146.0,2,3,1,23,Sao Mateus,1049000.0,"Apartamento de 146m2 no bairro Sao Mateus, com 2 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 23 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
56.0,1,1,1,32,Granbery,421000.0,"Apartamento de 56m2 no bairro Granbery, com 1 quartos e 1 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 32 anos. Conservado, porem sem reformas recentes. Sem armarios, pronto para o proprietario montar do seu jeito. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
64.0,1,3,0,36,Cascatinha,451000.0,"Apartamento de 64m2 no bairro Cascatinha, com 1 quartos e 3 banheiros. Sem vaga de garagem. Construcao de aproximadamente 36 anos. Recem reformado, tudo novo. Entregue sem moveis. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
118.0,4,2,2,34,Bom Pastor,808000.0,"Apartamento de 118m2 no bairro Bom Pastor, com 4 quartos e 2 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 34 anos. Cozinha e banheiros reformados ha poucos meses. Entrega com moveis planejados e eletrodomesticos. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
81.0,4,2,3,4,Cascatinha,1157000.0,"Casa de 81m2 no bairro Cascatinha, com 4 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 4 anos. Cozinha e banheiros reformados ha poucos meses. Entrega com moveis planejados e eletrodomesticos. Vista livre e desimpedida para a serra. Localizacao silenciosa, otima para quem trabalha em casa."
95.0,3,3,3,6,Bom Pastor,840000.0,"Casa de 95m2 no bairro Bom Pastor, com 3 quartos e 3 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 6 anos. Recem reformado, tudo novo. Sem armarios, pronto para o proprietario montar do seu jeito. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
89.0,1,2,1,17,Sao Mateus,692000.0,"Apartamento de 89m2 no bairro Sao Mateus, com 1 quartos e 2 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 17 anos. Cozinha e banheiros reformados ha poucos meses. Entrega com moveis planejados e eletrodomesticos. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
107.0,2,1,3,15,Bom Pastor,653000.0,"Casa de 107m2 no bairro Bom Pastor, com 2 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 15 anos. Conservado, porem sem reformas recentes. Entregue sem moveis. Vista livre e desimpedida para a serra. Proximo a uma casa de eventos, regiao movimentada a noite."
144.0,1,1,3,33,Centro,744000.0,"Casa de 144m2 no bairro Centro, com 1 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 33 anos. Passou por reforma completa no ano passado. Sem armarios, pronto para o proprietario montar do seu jeito. Vista livre e desimpedida para a serra. Localizacao silenciosa, otima para quem trabalha em casa."
98.0,1,2,3,7,Centro,620000.0,"Casa de 98m2 no bairro Centro, com 1 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 7 anos. Recem reformado, tudo novo. Entregue sem moveis. Andar alto, sem predios na frente, muito sol pela manha. Rua tranquila e residencial, sem movimento."
118.0,1,3,1,16,Cascatinha,1169000.0,"Apartamento de 118m2 no bairro Cascatinha, com 1 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 16 anos. Imovel no estado original, precisa de uma atualizacao. Entrega com moveis planejados e eletrodomesticos. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
30.0,3,3,3,10,Cascatinha,346000.0,"Casa de 30m2 no bairro Cascatinha, com 3 quartos e 3 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 10 anos. Imovel no estado original, precisa de uma atualizacao. Entregue sem moveis. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
93.0,1,2,2,8,Bom Pastor,633000.0,"Apartamento de 93m2 no bairro Bom Pastor, com 1 quartos e 2 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 8 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Entregue sem moveis. A vista da sala e um espetaculo ao entardecer. Rua tranquila e residencial, sem movimento."
65.0,4,3,0,7,Cascatinha,798000.0,"Apartamento de 65m2 no bairro Cascatinha, com 4 quartos e 3 banheiros. Sem vaga de garagem. Construcao de aproximadamente 7 anos. Recem reformado, tudo novo. Entrega com moveis planejados e eletrodomesticos. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
52.0,2,3,1,8,Centro,261000.0,"Apartamento de 52m2 no bairro Centro, com 2 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 8 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Sem armarios, pronto para o proprietario montar do seu jeito. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
64.0,2,2,2,25,Sao Mateus,525000.0,"Apartamento de 64m2 no bairro Sao Mateus, com 2 quartos e 2 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 25 anos. Cozinha e banheiros reformados ha poucos meses. Sem armarios, pronto para o proprietario montar do seu jeito. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
83.0,3,2,0,18,Cascatinha,685000.0,"Apartamento de 83m2 no bairro Cascatinha, com 3 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 18 anos. Passou por reforma completa no ano passado. Entregue sem moveis. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
127.0,4,3,1,19,Santa Luzia,393000.0,"Apartamento de 127m2 no bairro Santa Luzia, com 4 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 19 anos. Imovel no estado original, precisa de uma atualizacao. Sem armarios, pronto para o proprietario montar do seu jeito. As janelas dao para o predio vizinho. Fica sobre um comercio bem movimentado."
49.0,2,2,3,21,Santa Luzia,244000.0,"Casa de 49m2 no bairro Santa Luzia, com 2 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 21 anos. Imovel no estado original, precisa de uma atualizacao. Entrega com moveis planejados e eletrodomesticos. Vista livre e desimpedida para a serra. Localizacao silenciosa, otima para quem trabalha em casa."
96.0,1,1,0,33,Sao Mateus,670000.0,"Apartamento de 96m2 no bairro Sao Mateus, com 1 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 33 anos. Recem reformado, tudo novo. Entrega com moveis planejados e eletrodomesticos. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
78.0,1,3,1,38,Santa Luzia,300000.0,"Apartamento de 78m2 no bairro Santa Luzia, com 1 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 38 anos. Conservado, porem sem reformas recentes. Vai mobiliado, com armarios planejados em todos os comodos. Andar alto, sem predios na frente, muito sol pela manha. Localizacao silenciosa, otima para quem trabalha em casa."
84.0,4,2,0,23,Santa Luzia,368000.0,"Apartamento de 84m2 no bairro Santa Luzia, com 4 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 23 anos. Cozinha e banheiros reformados ha poucos meses. Vai mobiliado, com armarios planejados em todos os comodos. Vista livre e desimpedida para a serra. Localizacao silenciosa, otima para quem trabalha em casa."
130.0,1,2,2,28,Bom Pastor,704000.0,"Apartamento de 130m2 no bairro Bom Pastor, com 1 quartos e 2 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 28 anos. Cozinha e banheiros reformados ha poucos meses. Sem armarios, pronto para o proprietario montar do seu jeito. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
114.0,3,3,0,33,Santa Luzia,437000.0,"Apartamento de 114m2 no bairro Santa Luzia, com 3 quartos e 3 banheiros. Sem vaga de garagem. Construcao de aproximadamente 33 anos. Cozinha e banheiros reformados ha poucos meses. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
142.0,2,3,3,31,Bom Pastor,750000.0,"Casa de 142m2 no bairro Bom Pastor, com 2 quartos e 3 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 31 anos. Imovel no estado original, precisa de uma atualizacao. Sem armarios, pronto para o proprietario montar do seu jeito. Vista para os fundos do quarteirao. Fica de frente para uma avenida de trafego intenso."
90.0,4,1,0,6,Sao Mateus,814000.0,"Apartamento de 90m2 no bairro Sao Mateus, com 4 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 6 anos. Cozinha e banheiros reformados ha poucos meses. Vai mobiliado, com armarios planejados em todos os comodos. Andar alto, sem predios na frente, muito sol pela manha. Rua tranquila e residencial, sem movimento."
71.0,1,2,3,44,Bom Pastor,521000.0,"Casa de 71m2 no bairro Bom Pastor, com 1 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 44 anos. Conservado, porem sem reformas recentes. Entrega com moveis planejados e eletrodomesticos. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
87.0,4,1,3,7,Centro,522000.0,"Casa de 87m2 no bairro Centro, com 4 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 7 anos. Passou por reforma completa no ano passado. Entrega com moveis planejados e eletrodomesticos. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
103.0,3,2,3,18,Centro,494000.0,"Casa de 103m2 no bairro Centro, com 3 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 18 anos. Imovel no estado original, precisa de uma atualizacao. Entrega com moveis planejados e eletrodomesticos. Vista para os fundos do quarteirao. Fica sobre um comercio bem movimentado."
101.0,2,2,3,29,Granbery,779000.0,"Casa de 101m2 no bairro Granbery, com 2 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 29 anos. Conservado, porem sem reformas recentes. Sem armarios, pronto para o proprietario montar do seu jeito. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
57.0,1,2,0,18,Cascatinha,554000.0,"Apartamento de 57m2 no bairro Cascatinha, com 1 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 18 anos. Recem reformado, tudo novo. Entregue sem moveis. A vista da sala e um espetaculo ao entardecer. Localizacao silenciosa, otima para quem trabalha em casa."
98.0,4,3,3,10,Santa Luzia,476000.0,"Casa de 98m2 no bairro Santa Luzia, com 4 quartos e 3 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 10 anos. Passou por reforma completa no ano passado. Entregue sem moveis. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
103.0,2,2,2,41,Santa Luzia,366000.0,"Apartamento de 103m2 no bairro Santa Luzia, com 2 quartos e 2 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 41 anos. Recem reformado, tudo novo. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Proximo a uma casa de eventos, regiao movimentada a noite."
183.0,2,2,3,3,Bom Pastor,1115000.0,"Casa de 183m2 no bairro Bom Pastor, com 2 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 3 anos. Imovel no estado original, precisa de uma atualizacao. Sem armarios, pronto para o proprietario montar do seu jeito. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
161.0,2,2,3,11,Sao Mateus,1539000.0,"Casa de 161m2 no bairro Sao Mateus, com 2 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 11 anos. Cozinha e banheiros reformados ha poucos meses. Entrega com moveis planejados e eletrodomesticos. Vista livre e desimpedida para a serra. Localizacao silenciosa, otima para quem trabalha em casa."
65.0,1,1,2,44,Sao Mateus,396000.0,"Apartamento de 65m2 no bairro Sao Mateus, com 1 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 44 anos. Conservado, porem sem reformas recentes. Sem armarios, pronto para o proprietario montar do seu jeito. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
85.0,2,1,1,32,Centro,385000.0,"Apartamento de 85m2 no bairro Centro, com 2 quartos e 1 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 32 anos. Cozinha e banheiros reformados ha poucos meses. Sem armarios, pronto para o proprietario montar do seu jeito. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
